Id,Title,Year,Style,Rating,Comments,Country,Quote,Link
98,阿凡达,                            2009 , 动作/冒险/奇幻/科幻,8.6,509084, 美国/英国 ,绝对意义上的美轮美奂。,https://movie.douban.com/subject/1652587/
99,摩登时代,                            1936 , 喜剧/剧情/爱情,9.2,83056, 美国 ,大时代中的人生，小人物的悲喜。,https://movie.douban.com/subject/1294371/
100,风之谷,                            1984 , 科幻/动画/奇幻/冒险,8.8,168952, 日本 ,动画片的圣经。,https://movie.douban.com/subject/1291585/
101,猫鼠游戏,                            2002 , 传记/犯罪/剧情,8.7,209334, 美国/加拿大 ,骗子大师和执著警探的你追我跑故事。 ,https://movie.douban.com/subject/1305487/
102,爱在日落黄昏时,                            2004 , 剧情/爱情,8.7,190414, 美国 ,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,https://movie.douban.com/subject/1291990/
103,哈利·波特与魔法石,                            2001 , 奇幻/冒险,8.6,237383, 美国/英国 ,童话世界的开端。,https://movie.douban.com/subject/1295038/
104,侧耳倾听,                            1995 , 剧情/爱情/动画/音乐,8.8,160025, 日本 ,少女情怀总是诗。,https://movie.douban.com/subject/1297052/
105,萤火虫之墓,                            1988 , 动画/剧情/战争,8.7,195881, 日本 ,幸福是生生不息，却难以触及的远。 ,https://movie.douban.com/subject/1293318/
106,驯龙高手,                            2010 , 喜剧/动画/奇幻/冒险/家庭,8.7,272397, 美国 ,和谐的生活离不开摸头与被摸头。,https://movie.douban.com/subject/2353023/
107,超脱,                            2011 , 剧情,8.8,163929, 美国 ,穷尽一生，我们要学会的，不过是彼此拥抱。,https://movie.douban.com/subject/5322596/
108,穿条纹睡衣的男孩,                            2008 , 剧情/战争,8.8,132743, 英国/美国 ,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,https://movie.douban.com/subject/3008247/
109,海洋,                            2009 , 纪录片,9.0,96415, 法国/瑞士/西班牙/美国/阿联酋 ,大海啊，不全是水。,https://movie.douban.com/subject/3443389/
110,幸福终点站,                            2004 , 喜剧/剧情/爱情,8.6,217093, 美国 ,有时候幸福需要等一等。 ,https://movie.douban.com/subject/1292274/
111,消失的爱人,                            2014 , 剧情/犯罪/悬疑/惊悚,8.7,332805, 美国 ,,https://movie.douban.com/subject/21318488/
112,菊次郎的夏天,                            1999 , 剧情/喜剧,8.7,171352, 日本 ,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,https://movie.douban.com/subject/1293359/
113,倩女幽魂,                            1987 , 剧情/爱情/武侠/古装,8.6,234875, 香港 ,两张绝世的脸。 ,https://movie.douban.com/subject/1297447/
114,神偷奶爸,                            2010 , 喜剧/动画/冒险,8.5,355648, 美国/法国 ,Mr. I Don't Care其实也有Care的时候。,https://movie.douban.com/subject/3287562/
115,七武士,                            1954 , 动作/冒险/剧情,9.2,72971, 日本 ,时代悲歌。,https://movie.douban.com/subject/1295399/
116,电锯惊魂,                            2004 , 犯罪/悬疑/惊悚,8.6,190546, 美国/澳大利亚 ,真相就在眼前。,https://movie.douban.com/subject/1417598/
117,岁月神偷,                            2010 , 剧情/家庭,8.6,295391, 香港/中国大陆 ,岁月流逝，来日可追。,https://movie.douban.com/subject/3792799/
118,谍影重重3,                            2007 , 动作/悬疑/惊悚,8.7,172902, 美国/德国 ,像吃了苏打饼一样干脆的电影。,https://movie.douban.com/subject/1578507/
119,恐怖直播,                            2013 , 剧情/犯罪/悬疑,8.7,202413, 韩国 ,恐怖分子的“秋菊打官司”。,https://movie.douban.com/subject/21360417/
120,燃情岁月,                            1994 , 剧情/爱情/西部/家庭,8.8,144357, 美国 ,传奇，不是每个人都可以拥有。,https://movie.douban.com/subject/1295865/
121,借东西的小人阿莉埃蒂,                            2010 , 动画/奇幻/冒险,8.7,206248, 日本 ,曾经的那段美好会沉淀为一辈子的记忆。,https://movie.douban.com/subject/4202302/
122,真爱至上,                            2003 , 喜剧/剧情/爱情,8.5,296700, 英国/美国/法国 ,爱，是个动词。,https://movie.douban.com/subject/1292401/
123,雨人,                            1988 , 剧情,8.6,201942, 美国 ,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,https://movie.douban.com/subject/1291870/
124,贫民窟的百万富翁,                            2008 , 剧情/爱情,8.5,382102, 英国/美国 ,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,https://movie.douban.com/subject/2209573/
125,红辣椒,                            2006 , 动画/悬疑/科幻/惊悚,8.8,121967, 日本 ,梦的勾结。,https://movie.douban.com/subject/1865703/
126,虎口脱险,                            1966 , 喜剧/战争,8.9,103021, 法国/英国 ,永远看不腻的喜剧。,https://movie.douban.com/subject/1296909/
127,东邪西毒,                            1994 , 剧情/动作/爱情/武侠/古装,8.6,238221, 香港/台湾 ,电影诗。,https://movie.douban.com/subject/1292328/
128,杀人回忆,                            2003 , 犯罪/剧情/悬疑/惊悚,8.6,197417, 韩国 ,关于连环杀人悬案的集体回忆。,https://movie.douban.com/subject/1300299/
129,记忆碎片,                            2000 , 犯罪/剧情/悬疑/惊悚,8.5,264722, 美国 ,一个针管引发的血案。,https://movie.douban.com/subject/1304447/
130,疯狂原始人,                            2013 , 喜剧/动画/冒险,8.7,354540, 美国 ,老少皆宜，这就是好莱坞动画的魅力。,https://movie.douban.com/subject/1907966/
131,怪兽电力公司,                            2001 , 喜剧/动画/儿童/奇幻,8.6,226561, 美国 ,不要给它起名字，起了名字就有感情了。,https://movie.douban.com/subject/1291579/
132,卢旺达饭店,                            2004 , 剧情/历史/战争,8.8,112652, 英国/南非/意大利/美国 ,当这个世界闭上双眼，他却敞开了怀抱。,https://movie.douban.com/subject/1291822/
133,黑天鹅,                            2010 , 剧情/惊悚,8.5,397948, 美国 ,黑暗之美。,https://movie.douban.com/subject/1978709/
134,喜宴,                            1993 , 剧情/喜剧/爱情/同性/家庭,8.8,130151, 台湾/美国 ,中国家庭的喜怒哀乐忍。,https://movie.douban.com/subject/1303037/
135,穿越时空的少女,                            2006 , 剧情/爱情/科幻/动画,8.6,177156, 日本 ,爱上未来的你。 ,https://movie.douban.com/subject/1937946/
136,魂断蓝桥,                            1940 , 剧情/战争/爱情,8.8,124363, 美国 ,中国式内在的美国电影。,https://movie.douban.com/subject/1293964/
137,猜火车,                            1996 , 犯罪/剧情,8.5,238803, 英国 ,不可猜的青春迷笛。 ,https://movie.douban.com/subject/1292528/
138,小森林 夏秋篇,                            2014 , 剧情,8.9,116895, 日本 ,,https://movie.douban.com/subject/25814705/
139,恋恋笔记本,                            2004 , 剧情/爱情,8.5,266520, 美国 ,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,https://movie.douban.com/subject/1309163/
140,喜剧之王,                            1999 , 喜剧/剧情/爱情,8.5,289653, 香港 ,我是一个演员。,https://movie.douban.com/subject/1302425/
141,英雄本色,                            1986 , 动作/犯罪,8.7,140425, 香港 ,英雄泪短，兄弟情长。 ,https://movie.douban.com/subject/1297574/
142,雨中曲,                            1952 , 喜剧/歌舞/爱情,8.9,89179, 美国 ,骨灰级歌舞片。,https://movie.douban.com/subject/1293460/
143,傲慢与偏见,                            2005 , 剧情/爱情,8.4,285341, 法国/英国/美国 ,爱是摈弃傲慢与偏见之后的曙光。,https://movie.douban.com/subject/1418200/
144,教父3,                            1990 , 剧情/犯罪,8.7,122336, 美国 ,任何信念的力量，都无法改变命运。,https://movie.douban.com/subject/1294240/
145,完美的世界,                            1993 , 剧情/犯罪,9.0,74728, 美国 ,坏人的好总是比好人的好来得更感人。,https://movie.douban.com/subject/1300992/
146,纵横四海,                            1991 , 剧情/喜剧/动作/犯罪,8.7,134303, 香港 ,香港浪漫主义警匪动作片的巅峰之作。,https://movie.douban.com/subject/1295409/
147,玩具总动员3,                            2010 , 喜剧/动画/奇幻/冒险,8.7,184153, 美国 ,跨度十五年的欢乐与泪水。,https://movie.douban.com/subject/1858711/
148,萤火之森,                            2011 , 剧情/爱情/动画/奇幻,8.7,145752, 日本 ,触不到的恋人。,https://movie.douban.com/subject/5989818/
149,人工智能,                            2001 , 冒险/剧情/科幻,8.6,180769, 美国 ,对爱的执着，可以超越一切。,https://movie.douban.com/subject/1302827/
150,我是山姆,                            2001 , 剧情/家庭,8.8,96288, 美国 ,爱并不需要智商 。,https://movie.douban.com/subject/1306861/
151,浪潮,                            2008 , 剧情/惊悚,8.7,124093, 德国 ,世界离独裁只有五天。,https://movie.douban.com/subject/2297265/
152,哈利·波特与死亡圣器(下),                            2011 , 剧情/悬疑/奇幻/冒险,8.6,258469, 美国/英国 ,10年的完美句点。,https://movie.douban.com/subject/3011235/
153,7号房的礼物,                            2013 , 剧情/喜剧/家庭,8.6,160816, 韩国 ,《我是山姆》的《美丽人生》。,https://movie.douban.com/subject/10777687/
154,花样年华,                            2000 , 剧情/爱情,8.5,231480, 香港/法国 ,偷情本没有这样美。,https://movie.douban.com/subject/1291557/
155,香水,                            2006 , 剧情/犯罪/奇幻,8.4,262174, 德国/法国/西班牙/美国 ,一个单凭体香达到高潮的男人。,https://movie.douban.com/subject/1760622/
156,冰川时代,                            2002 , 喜剧/动画/冒险,8.4,256078, 美国 ,松鼠才是角儿。,https://movie.douban.com/subject/1291578/
157,撞车,                            2004 , 犯罪/剧情,8.6,166613, 美国/德国 ,天使与魔鬼的冲撞。,https://movie.douban.com/subject/1388216/
158,朗读者,                            2008 , 剧情/爱情,8.5,267258, 美国/德国 ,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,https://movie.douban.com/subject/2213597/
159,追随,                            1998 , 犯罪/悬疑/惊悚,8.9,75694, 英国 ,诺兰的牛逼来源于内心散发出的恐惧。,https://movie.douban.com/subject/1397546/
160,一次别离,                            2011 , 剧情/家庭,8.7,125126, 伊朗/法国 ,只有有信仰的人才能说出事实真相。,https://movie.douban.com/subject/5964718/
161,荒蛮故事,                            2014 , 剧情/喜剧/犯罪,8.7,119634, 阿根廷/西班牙 ,,https://movie.douban.com/subject/24750126/
162,罗生门,                            1950 , 犯罪/剧情/悬疑,8.7,115832, 日本 ,人生的N种可能性。,https://movie.douban.com/subject/1291879/
163,时空恋旅人,                            2013 , 剧情/爱情/奇幻,8.6,182730, 英国 ,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,https://movie.douban.com/subject/10577869/
164,心迷宫,                            2014 , 剧情/犯罪/悬疑,8.6,144567, 中国大陆 ,,https://movie.douban.com/subject/25917973/
165,唐伯虎点秋香,                            1993 , 喜剧/爱情/古装,8.4,297750, 香港 ,华太师是黄霑，吴镇宇四大才子之一。,https://movie.douban.com/subject/1306249/
166,战争之王,                            2005 , 剧情/犯罪,8.5,165847, 美国/法国 ,做一颗让别人需要你的棋子。,https://movie.douban.com/subject/1419936/
167,梦之安魂曲,                            2000 , 剧情,8.7,105603, 美国 ,一场没有春天的噩梦。,https://movie.douban.com/subject/1292270/
168,碧海蓝天,                            1988 , 剧情/爱情,8.7,104446, 法国/美国/意大利 ,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,https://movie.douban.com/subject/1300960/
169,超能陆战队,                            2014 , 喜剧/动作/科幻/动画/冒险,8.6,343640, 美国 ,,https://movie.douban.com/subject/11026735/
170,可可西里,                            2004 , 剧情/犯罪,8.6,121779, 中国大陆/香港 ,坚硬的信仰。,https://movie.douban.com/subject/1308857/
171,秒速5厘米,                            2007 , 动画/剧情/爱情,8.3,275764, 日本 ,青春就是放弃和怀念。,https://movie.douban.com/subject/2043546/
172,地球上的星星,                            2007 , 剧情/儿童/家庭,8.8,78410, 印度 ,天使保护事件始末。,https://movie.douban.com/subject/2363506/
173,小森林 冬春篇,                            2015 , 剧情,8.9,100577, 日本 ,,https://movie.douban.com/subject/25814707/
174,蝙蝠侠：黑暗骑士崛起,                            2012 , 剧情/动作/科幻/犯罪/惊悚,8.5,277377, 美国/英国 ,诺兰就是保证。,https://movie.douban.com/subject/3395373/
175,海盗电台,                            2009 , 剧情/喜剧/音乐,8.6,159302, 英国/德国/法国 ,生命不止，摇滚不死。,https://movie.douban.com/subject/3007773/
